"Date","DAILY_AQI_VALUE","Site.Name","AQS_PARAMETER_DESC","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
2019-10-23,19,"William Owen School","PM 2.5","Cumberland",35.041416,-78.953112
2019-10-24,27,"William Owen School","PM 2.5","Cumberland",35.041416,-78.953112
2019-10-25,24,"William Owen School","PM 2.5","Cumberland",35.041416,-78.953112
2019-10-26,25,"William Owen School","PM 2.5","Cumberland",35.041416,-78.953112
2019-10-27,20,"William Owen School","PM 2.5","Cumberland",35.041416,-78.953112
2019-10-28,22,"William Owen School","PM 2.5","Cumberland",35.041416,-78.953112
2019-10-29,22,"William Owen School","PM 2.5","Cumberland",35.041416,-78.953112
2019-10-30,24,"William Owen School","PM 2.5","Cumberland",35.041416,-78.953112
2019-10-31,13,"William Owen School","PM 2.5","Cumberland",35.041416,-78.953112
2019-11-01,11,"William Owen School","PM 2.5","Cumberland",35.041416,-78.953112
2019-11-02,39,"William Owen School","PM 2.5","Cumberland",35.041416,-78.953112
2019-11-05,42,"William Owen School","PM 2.5","Cumberland",35.041416,-78.953112
2019-11-06,33,"William Owen School","PM 2.5","Cumberland",35.041416,-78.953112
2019-11-07,34,"William Owen School","PM 2.5","Cumberland",35.041416,-78.953112
2019-11-08,10,"William Owen School","PM 2.5","Cumberland",35.041416,-78.953112
2019-11-09,23,"William Owen School","PM 2.5","Cumberland",35.041416,-78.953112
2019-11-10,45,"William Owen School","PM 2.5","Cumberland",35.041416,-78.953112
2019-11-11,45,"William Owen School","PM 2.5","Cumberland",35.041416,-78.953112
2019-11-12,23,"William Owen School","PM 2.5","Cumberland",35.041416,-78.953112
2019-11-13,11,"William Owen School","PM 2.5","Cumberland",35.041416,-78.953112
2019-11-14,27,"William Owen School","PM 2.5","Cumberland",35.041416,-78.953112
2019-11-15,21,"William Owen School","PM 2.5","Cumberland",35.041416,-78.953112
2019-11-16,23,"William Owen School","PM 2.5","Cumberland",35.041416,-78.953112
2019-11-17,11,"William Owen School","PM 2.5","Cumberland",35.041416,-78.953112
2019-11-18,13,"William Owen School","PM 2.5","Cumberland",35.041416,-78.953112
2019-11-19,33,"William Owen School","PM 2.5","Cumberland",35.041416,-78.953112
2019-11-20,41,"William Owen School","PM 2.5","Cumberland",35.041416,-78.953112
2019-11-21,43,"William Owen School","PM 2.5","Cumberland",35.041416,-78.953112
2019-11-22,45,"William Owen School","PM 2.5","Cumberland",35.041416,-78.953112
2019-11-23,53,"William Owen School","PM 2.5","Cumberland",35.041416,-78.953112
2019-11-24,13,"William Owen School","PM 2.5","Cumberland",35.041416,-78.953112
2019-11-25,33,"William Owen School","PM 2.5","Cumberland",35.041416,-78.953112
2019-11-26,52,"William Owen School","PM 2.5","Cumberland",35.041416,-78.953112
2019-11-27,46,"William Owen School","PM 2.5","Cumberland",35.041416,-78.953112
2019-12-03,7,"William Owen School","PM 2.5","Cumberland",35.041416,-78.953112
2019-12-04,15,"William Owen School","PM 2.5","Cumberland",35.041416,-78.953112
2019-12-05,37,"William Owen School","PM 2.5","Cumberland",35.041416,-78.953112
2019-12-06,70,"William Owen School","PM 2.5","Cumberland",35.041416,-78.953112
2019-12-07,45,"William Owen School","PM 2.5","Cumberland",35.041416,-78.953112
2019-12-08,23,"William Owen School","PM 2.5","Cumberland",35.041416,-78.953112
2019-12-09,20,"William Owen School","PM 2.5","Cumberland",35.041416,-78.953112
2019-12-10,25,"William Owen School","PM 2.5","Cumberland",35.041416,-78.953112
2019-12-11,2,"William Owen School","PM 2.5","Cumberland",35.041416,-78.953112
2019-12-12,17,"William Owen School","PM 2.5","Cumberland",35.041416,-78.953112
2019-12-13,15,"William Owen School","PM 2.5","Cumberland",35.041416,-78.953112
2019-12-14,3,"William Owen School","PM 2.5","Cumberland",35.041416,-78.953112
2019-12-15,23,"William Owen School","PM 2.5","Cumberland",35.041416,-78.953112
2019-12-16,38,"William Owen School","PM 2.5","Cumberland",35.041416,-78.953112
2019-12-17,11,"William Owen School","PM 2.5","Cumberland",35.041416,-78.953112
2019-12-18,6,"William Owen School","PM 2.5","Cumberland",35.041416,-78.953112
2019-12-19,25,"William Owen School","PM 2.5","Cumberland",35.041416,-78.953112
2019-12-20,54,"William Owen School","PM 2.5","Cumberland",35.041416,-78.953112
2019-12-21,50,"William Owen School","PM 2.5","Cumberland",35.041416,-78.953112
2019-12-22,58,"William Owen School","PM 2.5","Cumberland",35.041416,-78.953112
2019-12-23,32,"William Owen School","PM 2.5","Cumberland",35.041416,-78.953112
2019-12-24,15,"William Owen School","PM 2.5","Cumberland",35.041416,-78.953112
2019-12-25,40,"William Owen School","PM 2.5","Cumberland",35.041416,-78.953112
2019-12-26,44,"William Owen School","PM 2.5","Cumberland",35.041416,-78.953112
2019-12-27,32,"William Owen School","PM 2.5","Cumberland",35.041416,-78.953112
2019-12-28,52,"William Owen School","PM 2.5","Cumberland",35.041416,-78.953112
2019-12-29,19,"William Owen School","PM 2.5","Cumberland",35.041416,-78.953112
2019-12-30,8,"William Owen School","PM 2.5","Cumberland",35.041416,-78.953112
2019-12-31,13,"William Owen School","PM 2.5","Cumberland",35.041416,-78.953112
2019-01-03,28,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-01-09,10,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-01-15,43,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-01-21,17,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-01-27,62,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-02-02,58,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-02-08,27,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-02-14,20,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-02-20,12,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-02-26,35,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-03-04,17,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-03-10,30,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-03-16,18,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-04-09,25,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-04-15,12,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-04-21,10,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-04-27,26,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-05-03,29,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-05-21,35,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-05-27,37,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-06-02,51,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-06-08,16,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-06-14,16,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-06-20,33,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-06-26,30,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-07-02,47,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-07-08,38,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-07-14,36,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-07-20,28,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-07-26,40,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-08-01,39,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-08-07,39,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-08-13,45,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-08-19,40,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-08-25,24,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-08-31,43,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-09-06,32,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-09-12,60,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-09-18,30,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-09-24,32,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-09-30,65,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-01-01,35,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-01-02,27,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-01-03,36,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-01-04,28,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-01-05,11,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-01-06,33,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-01-07,35,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-01-08,47,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-01-09,16,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-01-10,23,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-01-11,44,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-01-12,54,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-01-13,18,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-01-14,32,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-01-15,53,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-01-16,53,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-01-17,46,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-01-18,62,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-01-19,49,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-01-20,18,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-01-21,20,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-01-22,43,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-01-23,43,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-01-24,18,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-01-25,43,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-01-26,60,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-01-27,66,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-01-28,45,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-01-29,40,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-01-30,24,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-01-31,36,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-02-01,53,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-02-02,62,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-02-03,73,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-02-04,56,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-02-05,54,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-02-06,54,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-02-07,33,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-02-08,36,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-02-09,24,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-02-10,45,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-02-11,50,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-02-12,12,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-02-13,16,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-02-14,26,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-02-15,48,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-02-16,37,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-02-17,34,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-02-18,17,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-02-19,28,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-02-20,18,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-02-21,27,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-02-22,20,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-02-23,12,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-02-24,15,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-02-25,10,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-02-26,37,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-02-27,53,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-02-28,54,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-03-01,27,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-03-02,22,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-03-03,34,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-03-04,24,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-03-05,20,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-03-06,21,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-03-07,45,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-03-08,52,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-03-09,57,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-03-10,34,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-03-11,18,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-03-12,24,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-03-13,52,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-03-14,29,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-03-15,41,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-03-16,15,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-03-17,23,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-03-18,31,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-03-19,33,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-03-20,43,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-03-21,32,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-03-22,25,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-03-23,22,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-03-24,54,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-03-25,55,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-03-26,40,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-03-27,20,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-03-28,40,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-03-29,55,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-03-30,59,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-03-31,31,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-04-01,19,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-04-02,38,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-04-03,40,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-04-04,54,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-04-05,31,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-04-06,29,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-04-07,51,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-04-08,47,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-04-09,28,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-04-10,27,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-04-11,36,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-04-12,30,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-04-13,33,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-04-14,33,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-04-15,14,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-04-16,16,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-04-17,47,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-04-18,43,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-04-19,32,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-04-20,15,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-04-21,14,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-04-22,15,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-04-23,33,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-04-24,37,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-04-25,56,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-04-26,40,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-04-27,29,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-04-28,54,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-04-29,39,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-04-30,56,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-05-01,51,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-05-02,42,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-05-03,40,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-05-04,38,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-05-05,19,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-05-06,26,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-05-07,35,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-05-08,43,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-05-09,29,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-05-10,26,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-05-11,31,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-05-12,22,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-05-13,20,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-05-14,17,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-05-15,31,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-05-16,44,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-05-22,50,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-05-23,53,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-05-24,52,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-05-25,63,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-05-26,54,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-05-27,38,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-05-28,51,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-05-29,50,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-05-30,47,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-05-31,40,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-06-01,30,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-06-02,52,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-06-03,53,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-06-04,35,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-06-05,58,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-06-06,61,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-06-07,35,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-06-08,19,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-06-09,17,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-06-10,26,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-06-11,20,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-06-12,25,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-06-13,22,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-06-14,15,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-06-15,38,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-06-16,44,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-06-17,51,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-06-18,24,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-06-19,28,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-06-20,40,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-06-21,20,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-06-22,33,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-06-23,45,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-06-24,54,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-06-25,27,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-06-26,31,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-06-27,45,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-06-28,57,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-06-29,60,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-06-30,53,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-07-01,48,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-07-02,52,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-07-03,43,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-07-04,57,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-07-05,53,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-07-06,52,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-07-07,51,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-07-08,45,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-07-09,36,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-07-10,42,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-07-11,42,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-07-12,33,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-07-13,44,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-07-14,36,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-07-15,52,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-07-16,61,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-07-17,61,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-07-18,29,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-07-19,42,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-07-20,35,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-07-21,43,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-07-22,32,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-07-23,25,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-07-24,30,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-07-25,35,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-07-26,47,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-07-27,57,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-07-28,56,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-07-29,56,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-07-30,52,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-07-31,51,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-08-01,50,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-08-02,35,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-08-03,46,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-08-04,45,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-08-05,42,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-08-06,48,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-08-07,43,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-08-08,35,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-08-14,27,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-08-15,39,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-08-16,40,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-08-17,39,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-08-18,33,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-08-19,38,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-08-20,28,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-08-21,25,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-08-22,34,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-08-23,23,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-08-24,21,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-08-25,16,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-08-26,15,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-08-27,13,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-08-28,22,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-08-29,18,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-08-30,28,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-08-31,38,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-09-01,33,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-09-02,18,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-09-03,32,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
2019-09-04,35,"Lexington water tower","PM 2.5","Davidson",35.8145,-80.2627
