"Date","DAILY_AQI_VALUE","Site.Name","AQS_PARAMETER_DESC","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
2019-06-14,21,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-06-20,20,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-06-26,29,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-07-02,37,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-07-08,40,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-07-14,18,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-07-20,25,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-07-26,36,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-08-07,35,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-08-13,46,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-08-19,38,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-08-25,19,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-08-31,39,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-09-06,32,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-09-12,45,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-09-18,36,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-09-24,28,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-09-30,46,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-01-01,6,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-01-02,23,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-01-03,10,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-01-04,10,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-01-05,5,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-01-06,18,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-01-07,31,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-01-08,26,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-01-09,0,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-01-10,14,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-01-11,27,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-01-12,37,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-01-13,23,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-01-14,5,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-01-15,10,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-01-16,19,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-01-17,35,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-01-18,31,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-01-19,22,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-01-20,3,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-01-21,10,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-01-22,24,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-01-23,14,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-01-24,3,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-01-25,20,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-01-26,32,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-01-27,58,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-01-28,55,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-01-29,28,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-01-30,10,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-01-31,22,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-02-01,52,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-02-02,43,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-02-03,63,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-02-04,54,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-02-05,41,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-02-06,38,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-02-07,19,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-02-08,7,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-02-09,11,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-02-10,28,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-02-11,39,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-02-12,3,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-02-13,0,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-02-14,23,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-02-15,30,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-02-16,10,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-02-17,15,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-02-18,8,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-02-19,28,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-02-20,2,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-02-21,10,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-02-22,1,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-02-23,1,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-02-24,0,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-02-25,4,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-02-26,34,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-02-27,51,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-02-28,38,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-03-01,22,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-03-02,9,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-03-03,25,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-03-04,10,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-03-05,12,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-03-06,16,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-03-07,27,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-03-08,42,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-03-09,48,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-03-10,17,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-03-11,10,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-03-12,17,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-03-13,24,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-03-14,33,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-03-15,14,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-03-16,8,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-03-17,15,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-03-18,23,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-03-19,20,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-03-20,33,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-03-21,31,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-03-22,14,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-03-23,8,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-03-24,56,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-03-25,67,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-03-26,16,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-03-27,25,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-03-28,35,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-03-29,47,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-03-30,56,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-03-31,7,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-04-01,12,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-04-02,25,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-04-03,41,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-04-04,43,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-04-05,28,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-04-06,25,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-04-07,31,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-04-08,28,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-04-09,10,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-04-10,17,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-04-11,30,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-04-12,20,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-04-13,33,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-04-14,19,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-04-15,4,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-04-16,16,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-04-17,35,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-04-18,47,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-04-19,14,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-04-20,4,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-04-21,4,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-04-22,12,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-04-23,25,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-04-24,33,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-04-25,38,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-04-26,26,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-04-27,21,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-04-28,31,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-04-29,45,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-04-30,54,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-05-01,40,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-05-02,39,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-05-03,36,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-05-04,28,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-05-05,13,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-05-10,20,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-05-11,24,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-05-12,9,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-05-13,11,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-05-14,20,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-05-15,31,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-05-21,29,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-05-22,52,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-05-23,54,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-05-24,45,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-05-25,53,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-05-26,48,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-05-27,43,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-05-28,49,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-05-29,46,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-05-30,44,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-05-31,28,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-06-01,25,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-06-02,50,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-06-03,45,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-06-04,48,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-06-05,60,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-06-06,53,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-06-07,12,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-06-08,10,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-06-09,3,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-06-10,9,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-06-11,21,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-06-12,23,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-06-13,18,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-06-14,18,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-06-15,37,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-06-16,41,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-06-17,36,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-06-18,18,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-06-19,21,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-06-20,18,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-06-21,20,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-06-22,13,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-06-23,24,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-06-24,45,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-06-25,20,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-06-26,26,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-06-27,26,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-06-28,39,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-06-29,43,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-06-30,43,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-07-01,34,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-07-02,37,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-07-03,27,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-07-04,35,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-07-05,45,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-07-06,42,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-07-07,45,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-07-08,35,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-07-09,31,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-07-10,43,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-07-11,27,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-07-12,27,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-07-13,24,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-07-14,11,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-07-15,25,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-07-16,45,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-07-17,48,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-07-18,23,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-07-19,29,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-07-20,27,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-07-21,34,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-07-22,23,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-07-23,15,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-07-24,26,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-07-25,27,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-07-26,37,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-07-27,51,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-07-28,44,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-07-29,43,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-07-30,46,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-07-31,48,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-08-01,43,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-08-02,32,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-08-03,34,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-08-04,25,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-08-05,26,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-08-06,36,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-08-07,33,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-08-08,33,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-08-09,38,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-08-10,45,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-08-11,37,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2019-08-12,43,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
